"","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20","step_21","step_22","step_23","step_24","step_25","step_26","step_27","step_28","step_29","step_30","step_31","step_32","step_33","step_34","step_35","step_36","step_37","step_38","step_39","step_40","step_41","step_42","step_43","step_44","step_45","step_46","step_47","step_48","step_49","step_50","step_51","step_52","step_53","step_54","step_55","step_56","step_57","step_58","step_59","step_60","step_61","step_62","step_63","step_64","step_65","step_66","step_67","step_68","step_69","step_70","step_71","step_72","step_73","step_74","step_75","step_76","step_77","step_78","step_79","step_80","step_81","step_82","step_83","step_84","step_85","step_86","step_87","step_88","step_89","step_90","step_91","step_92","step_93","step_94","step_95","step_96","step_97","step_98","step_99","step_100"
"0.589237533742562x0.504392102360725",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.739767343970016x0.873217338463292",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.802150113275275x0.656762425089255",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.878226099535823x0.291697477689013",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.330924851587042x0.664989592973143",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.911749845603481x0.399424752686173",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.994757498381659x0.318135248497128",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.659482573159039x0.524194694589823",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.202277395874262x0.0209470628760755",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.119173822226003x0.287989659933373",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.059293967904523x0.564367584185675",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.428176014218479x0.705186303704977",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.832860890077427x0.32858378207311",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.527015189640224x0.716873681405559",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.301761044189334x0.919328952673823",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.179267157567665x0.456680325558409",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.484421533532441x0.82212309143506",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.584362319437787x0.354805981274694",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.819115789839998x0.29284159000963",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.328592889010906x0.722213885048404",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.206330241402611x0.596790099516511",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.921323786489666x0.334473693510517",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.204920967109501x0.697061152895913",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.732457622652873x0.0246542349923402",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.131004228722304x0.66948900022544",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.127381234662607x0.61939167836681",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.878173803444952x0.510849761543795",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.952367952326313x0.126498260302469",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.60702247149311x0.559383573476225",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.367853832431138x0.858376526040956",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.331494610989466x0.593772786203772",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.24521072418429x0.277897726278752",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.438383955741301x0.0373057434335351",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.978386832866818x0.771880698623136",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.845007359981537x0.859847286716104",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.436100468970835x0.357461845967919",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.601495171897113x0.720339076826349",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.472102306783199x0.896011788630858",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.393762399442494x0.639331697952002",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.589848538162187x0.277536382898688",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.819151708623394x0.92438445915468",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.687179919565096x0.36181473149918",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.672092042397708x0.421960090752691",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.239758118754253x0.525891702389345",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0242653321474791x0.734510606853291",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.968627642374486x0.587989780120552",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.829610338667408x0.0199620726052672",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.881145165069029x0.336837772512808",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.466459399322048x0.279208031017333",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.414085240103304x0.832911894656718",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.987033543875441x0.28940193541348",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.884165955707431x0.80501545057632",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.0699725523591042x0.624881651019678",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.988307390827686x0.225039506331086",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.202635535039008x0.439620800781995",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.445818982319906x0.710051002213731",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.392964903265238x0.441328658023849",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.588996180798858x0.605623444309458",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.521614062599838x0.163039016770199",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.442055979045108x0.35389260831289",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.625713990069926x0.278834800468758",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.661458935821429x0.993030193494633",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
